air_temperature_celsius,auxiliary_equipment,auxiliary_equipment_id,barometer,bottom_salinity,bottom_temp_c,bottom_types,bridge,bridge_note,cloud_coverage_code,created_by,created_by_id,creation_date,crow_distance,cruise,cruise_id,distance_towed,distance_towed_obtained_code,duration,end_date,end_depth_m,end_latitude_DD,end_latitude_MMmm,end_longitude_DD,end_longitude_MMmm,experiment_type,experiment_type_id,fill_percent,force_complete,gear_type,gear_type_id,id,is_active,is_opened,last_modified_by,last_modified_by_id,last_modified_date,light_intensity,light_intensity_id,logging_on,max_depth_m,min_depth_m,nafo_area,operations,port_warp,precipitation,recorder,remarks,sea_state_code,set_number,set_result,set_result_id,ship_direction,ship_speed,ship_speed_obtained_code,shrimp_fishing_unit,shrimp_management,shrimp_management_id,speed,starboard_warp,start_date,start_depth_m,start_latitude_DD,start_latitude_MMmm,start_longitude_DD,start_longitude_MMmm,station_number,stratum,swell_direction,swell_height_code,swell_period_code,temp_logger_number,tide_direction_code,track_distance,trap_number,trawl_cable_length,trawl_opening,trawl_retention_cable,trawling_unit,uuid,warp_units_code,wave_height,wave_period_code,weather_code,wind_direction_code,wind_direction_degree,wind_force_code,wind_force_kts
,,,,,,,,,,eliane,27,2023-06-20 15:50:37 UTC,0.01728772213550053,2023 Rock Crab Trap Survey (X023),57,,,1147.4,2023-06-21 11:04:09 UTC,,46,51.91155999999998,-64,18.461259999999797,,,,No,22 - Scientific rock crab conical traps (25 mm mesh knot to knot),4,354,No,No,eliane,27,2023-06-21 11:10:14 UTC,,,Yes,,,None,Fishing,,,,,,11,,,,,,,,,0.0,,2023-06-20 15:56:45 UTC,,46,51.90048,-64,18.480609999999675,2410,,,,,,,78.50161871887634,5201,,,,,b5da2fcd-5810-3753-bc2e-052dc08237ec,,,,,,,,
,,,,,,,,,,eliane,27,2023-06-20 15:57:10 UTC,0.003011632862072397,2023 Rock Crab Trap Survey (X023),57,,,1150.43,2023-06-21 11:13:05 UTC,,46,53.11613000000022,-64,16.729919999999886,,,,No,22 - Scientific rock crab conical traps (25 mm mesh knot to knot),4,355,No,No,eliane,27,2023-06-21 11:18:01 UTC,,,Yes,,,None,Fishing,,,,,,12,,,,,,,,,0.0,,2023-06-20 16:02:39 UTC,,46,53.11318999999979,-64,16.72900000000033,2353,,,,,4,,78.5696042061499,5202,,,,,eb888188-68a6-3a6f-a1b2-05af4546aa99,,,,,,,,
,,,,,,,,,,eliane,27,2023-06-20 16:03:06 UTC,0.0240810360993096,2023 Rock Crab Trap Survey (X023),57,,,1153.07,2023-06-21 11:22:11 UTC,,46,54.41372999999973,-64,18.53472000000038,,,,No,22 - Scientific rock crab conical traps (25 mm mesh knot to knot),4,356,No,No,eliane,27,2023-06-21 11:27:32 UTC,,,Yes,,,None,Fishing,,,,,,13,,,,,,,,,0.0,,2023-06-20 16:09:07 UTC,,46,54.40143000000001,-64,18.564949999999953,2301,,,,,,,78.62553931708307,5203,,,,,9ecb7d73-a6b8-3784-be29-69d92c5127e1,,,,,,,,
,,,,,,,,,,eliane,27,2023-06-20 16:09:24 UTC,0.04339790090905173,2023 Rock Crab Trap Survey (X023),57,,,1154.18,2023-06-21 11:30:35 UTC,,46,53.07429999999974,-64,20.369849999999374,,,,No,22 - Scientific rock crab conical traps (25 mm mesh knot to knot),4,357,No,No,eliane,27,2023-06-21 11:34:57 UTC,,,Yes,,,None,Fishing,,,,,,14,,,,,,,,,0.0,,2023-06-20 16:16:24 UTC,,46,53.050730000000236,-64,20.423030000000047,2355,,,,,,,78.43677179416838,5204,,,,,a3a95ede-abb2-381b-b06a-b23b43002a6e,,,,,,,,
,,,,,,,,,,eliane,27,2023-06-20 16:17:14 UTC,0.03904898393180512,2023 Rock Crab Trap Survey (X023),57,,,1156.02,2023-06-21 11:38:10 UTC,,46,51.926170000000276,-64,21.982860000000315,,,,No,22 - Scientific rock crab conical traps (25 mm mesh knot to knot),4,358,No,No,eliane,27,2023-06-21 11:42:28 UTC,,,Yes,,,None,Fishing,,,,,,15,,,,,,,,,0.0,,2023-06-20 16:22:09 UTC,,46,51.91554000000033,-64,22.037709999999787,2412,,,,,,,78.7299755117474,5205,,,,,2967d577-0005-3a56-b768-c26ae6f353ad,,,,,,,,
,,,,,,,,,,eliane,27,2023-06-20 16:22:30 UTC,0.395429691501469,2023 Rock Crab Trap Survey (X023),57,,,1160.07,2023-06-21 11:48:09 UTC,,46,50.53765000000033,-64,23.90700999999972,,,,No,22 - Scientific rock crab conical traps (25 mm mesh knot to knot),4,359,No,No,eliane,27,2023-06-21 18:04:23 UTC,,,Yes,,,None,Fishing,,,,,,16,1 - NORMAL - No damage to gear,1,,,,,,,0.02,,2023-06-20 16:28:05 UTC,,46,50.811229999999824,-64,23.491009999999854,2469,,,,,5,,79.93512860079097,5206,,,,,3cec31e8-cc93-3e14-920b-be0fc535c641,,,,,,,,
,,,,,,,,,,eliane,27,2023-06-20 16:29:05 UTC,0.022480953776140452,2023 Rock Crab Trap Survey (X023),57,,,1160.67,2023-06-21 11:56:32 UTC,,46,49.31915000000008,-64,25.662280000000223,,,,No,22 - Scientific rock crab conical traps (25 mm mesh knot to knot),4,360,No,No,eliane,27,2023-06-21 12:01:12 UTC,,,Yes,,,None,Fishing,,,,,,17,,,,,,,,,0.0,,2023-06-20 16:35:51 UTC,,46,49.328940000000394,-64,25.691790000000037,2526,,,,,,,78.71824590960274,5207,,,,,0fb771f2-d412-300b-8b91-ffbb9e962b01,,,,,,,,
,,,,,,,,,,eliane,27,2023-06-20 16:36:12 UTC,0.014021957025579467,2023 Rock Crab Trap Survey (X023),57,,,1163.63,2023-06-21 12:06:23 UTC,,46,47.97957999999974,-64,27.636240000000303,,,,No,22 - Scientific rock crab conical traps (25 mm mesh knot to knot),4,361,No,No,eliane,27,2023-06-21 12:11:12 UTC,,,Yes,,,None,Fishing,,,,,,18,,,,,,,,,0.0,,2023-06-20 16:42:44 UTC,,46,47.98567000000039,-64,27.654649999999673,2581,,,,,6,,78.43264597492913,5208,,,,,2905357b-ced7-365d-b15f-920e241dd1e0,,,,,,,,
,,,,,,,,,,eliane,27,2023-06-20 16:43:08 UTC,0.02876743821765199,2023 Rock Crab Trap Survey (X023),57,,,1166.2,2023-06-21 12:15:41 UTC,,46,49.246309999999845,-64,29.409610000000004,,,,No,22 - Scientific rock crab conical traps (25 mm mesh knot to knot),4,362,No,No,eliane,27,2023-06-21 12:20:38 UTC,,,Yes,,,None,Fishing,,,,,,19,,,,,,,,,0.0,,2023-06-20 16:49:28 UTC,,46,49.26734999999996,-64,29.438169999999808,2528,,,,,,,78.60985052561891,5209,,,,,b92594b2-39c8-3323-be38-65610843040b,,,,,,,,
,,,,,,,,,,eliane,27,2023-06-20 16:49:52 UTC,0.014121428335951062,2023 Rock Crab Trap Survey (X023),57,,,1169.67,2023-06-21 12:25:48 UTC,,46,50.49087999999998,-64,27.632530000000163,,,,No,22 - Scientific rock crab conical traps (25 mm mesh knot to knot),4,363,No,No,eliane,27,2023-06-21 12:29:21 UTC,,,Yes,,,None,Fishing,,,,,,20,,,,,,,,,0.0,,2023-06-20 16:56:07 UTC,,46,50.50465999999967,-64,27.63687000000015,2471,,,,,,,78.10745202445176,5210,,,,,e8d624bf-414d-3438-9353-7d7ae8412696,,,,,,,,
,,,,,,,,,,eliane,27,2023-06-20 16:56:51 UTC,0.022255785071639764,2023 Rock Crab Trap Survey (X023),57,,,1172.62,2023-06-21 12:35:08 UTC,,46,51.85337,-64,25.72258999999952,,,,No,22 - Scientific rock crab conical traps (25 mm mesh knot to knot),4,364,No,No,eliane,27,2023-06-21 12:38:58 UTC,,,Yes,,,None,Fishing,,,,,,21,,,,,,,,,0.0,,2023-06-20 17:02:30 UTC,,46,51.87537000000011,-64,25.7180700000002,2414,,,,,,,78.31451106957526,5211,,,,,05a645d3-1d65-3759-bbc4-e09ca91d1947,,,,,,,,
,,,,,,,,,,eliane,27,2023-06-20 17:02:46 UTC,0.02069131000018735,2023 Rock Crab Trap Survey (X023),57,,,1175.6,2023-06-21 12:43:36 UTC,,46,53.013860000000086,-64,24.0672100000001,,,,No,22 - Scientific rock crab conical traps (25 mm mesh knot to knot),4,365,No,No,eliane,27,2023-06-21 12:47:40 UTC,,,Yes,,,None,Fishing,,,,,,22,,,,,,,,,0.0,,2023-06-20 17:07:59 UTC,,46,53.034479999999654,-64,24.06895000000028,2357,,,,,,,78.87811582890411,5212,,,,,d94095dc-e80e-371d-baee-4bf61bfc66bc,,,,,,,,
,,,,,,,,,,eliane,27,2023-06-20 17:08:27 UTC,0.01101140737360491,2023 Rock Crab Trap Survey (X023),57,,,1177.37,2023-06-21 12:52:38 UTC,,46,54.37102999999964,-64,22.157100000000113,,,,No,22 - Scientific rock crab conical traps (25 mm mesh knot to knot),4,366,No,No,eliane,27,2023-06-21 12:58:22 UTC,,,Yes,,,None,Fishing,,,,,,23,,,,,,,,,0.0,,2023-06-20 17:15:15 UTC,,46,54.38127999999997,-64,22.15128999999967,2303,,,,,,,78.28468073793283,5213,,,,,cdbeccd9-d349-3fdc-b909-795c5cd7065a,,,,,,,,
,,,,,,,,,,eliane,27,2023-06-20 17:15:35 UTC,0.004052829447711319,2023 Rock Crab Trap Survey (X023),57,,,1180.35,2023-06-21 13:01:01 UTC,,46,55.547939999999656,-64,20.469990000000205,,,,No,22 - Scientific rock crab conical traps (25 mm mesh knot to knot),4,367,No,No,eliane,27,2023-06-21 13:05:14 UTC,,,Yes,,,None,Fishing,,,,,,24,,,,,,,,,0.0,,2023-06-20 17:20:40 UTC,,46,55.54412000000011,-64,20.471940000000178,2247,,,,,,,78.81353485879693,5214,,,,,a851ccbe-44d6-34e3-a053-2c552ea986ce,,,,,,,,
,,,,,,,,,,eliane,27,2023-06-20 17:21:03 UTC,0.01884736643357329,2023 Rock Crab Trap Survey (X023),57,,,1182.25,2023-06-21 13:12:17 UTC,,46,55.507030000000185,-64,24.073559999999514,,,,No,22 - Scientific rock crab conical traps (25 mm mesh knot to knot),4,368,No,No,eliane,27,2023-06-21 13:15:41 UTC,,,Yes,,,None,Fishing,,,,,,25,,,,,,,,,0.0,,2023-06-20 17:30:01 UTC,,46,55.524789999999726,-64,24.064469999999467,2249,,,,,7,,79.2914909503799,5215,,,,,03933481-2f29-3021-8d0f-1cc2a5f7f330,,,,,,,,
,,,,,,,,,,eliane,27,2023-06-20 17:30:32 UTC,0.013508651704708096,2023 Rock Crab Trap Survey (X023),57,,,1183.83,2023-06-21 13:20:38 UTC,,46,54.307499999999706,-64,25.846719999999912,,,,No,22 - Scientific rock crab conical traps (25 mm mesh knot to knot),4,369,No,No,eliane,27,2023-06-21 13:26:36 UTC,,,Yes,,,None,Fishing,,,,,,26,,,,,,,,,0.0,,2023-06-20 17:36:47 UTC,,46,54.32060000000008,-64,25.851400000000044,2305,,,,,,,78.93373568436314,5216,,,,,3740f3cb-b59a-3fbc-9a32-f0390895f20b,,,,,,,,
,,,,,,,,,,eliane,27,2023-06-20 17:37:11 UTC,0.023026957884014022,2023 Rock Crab Trap Survey (X023),57,,,1187.0,2023-06-21 13:30:56 UTC,,46,52.990919999999946,-64,27.59300000000027,,,,No,22 - Scientific rock crab conical traps (25 mm mesh knot to knot),4,370,No,No,eliane,27,2023-06-21 13:36:10 UTC,,,Yes,,,None,Fishing,,,,,,27,,,,,,,,,0.0,,2023-06-20 17:43:56 UTC,,46,53.0099000000002,-64,27.61197000000005,2359,,,,,8,,78.3069993597006,5217,,,,,8bf35e4e-4d12-3b06-83e4-7e87bd30a325,,,,,,,,
,,,,,,,,,,eliane,27,2023-06-20 17:44:15 UTC,0.009703868894553325,2023 Rock Crab Trap Survey (X023),57,,,1189.6,2023-06-21 13:40:05 UTC,,46,51.755489999999796,-64,29.457930000000246,,,,No,22 - Scientific rock crab conical traps (25 mm mesh knot to knot),4,371,No,No,eliane,27,2023-06-21 13:42:58 UTC,,,Yes,,,None,Fishing,,,,,,28,,,,,,,,,0.0,,2023-06-20 17:50:28 UTC,,46,51.761249999999805,-64,29.469320000000394,2416,,,,,,,78.53302346587489,5218,,,,,600d1e56-a7d5-3eb0-9645-292094e7ca6b,,,,,,,,
,,,,,,,,,,eliane,27,2023-06-20 17:50:55 UTC,0.011861584892656667,2023 Rock Crab Trap Survey (X023),57,,,1191.97,2023-06-21 13:49:02 UTC,,46,50.44819999999988,-64,31.32559999999988,,,,No,22 - Scientific rock crab conical traps (25 mm mesh knot to knot),4,372,No,No,eliane,27,2023-06-21 13:52:56 UTC,,,Yes,,,None,Fishing,,,,,,29,,,,,,,,,0.0,,2023-06-20 17:57:03 UTC,,46,50.455209999999596,-64,31.339549999999388,2473,,,,,,,78.59344300014111,5219,,,,,2e1c867a-ad91-3948-b259-508d7d5f8cd8,,,,,,,,
,,,,,,,,,,eliane,27,2023-06-20 17:57:28 UTC,0.030527447154604356,2023 Rock Crab Trap Survey (X023),57,,,1194.42,2023-06-21 13:57:40 UTC,,46,51.740479999999906,-64,33.05900000000013,,,,No,22 - Scientific rock crab conical traps (25 mm mesh knot to knot),4,373,No,No,eliane,27,2023-06-21 14:04:17 UTC,,,Yes,,,None,Fishing,,,,,,30,,,,,,,,,0.0,,2023-06-20 18:03:15 UTC,,46,51.77062000000005,-64,33.065569999999816,2418,,,,,,,78.53011422942221,5220,,,,,1f0ff9af-e12b-3100-9b52-afb64d46ee9e,,,,,,,,
,,,,,,,,,,eliane,27,2023-06-20 18:03:35 UTC,0.02027031943949141,2023 Rock Crab Trap Survey (X023),57,,,1196.62,2023-06-21 14:05:50 UTC,,46,52.92494000000006,-64,31.38915999999978,,,,No,22 - Scientific rock crab conical traps (25 mm mesh knot to knot),4,374,No,No,eliane,27,2023-06-21 14:10:17 UTC,,,Yes,,,None,Fishing,,,,,,31,,,,,,,,,0.0,,2023-06-20 18:09:12 UTC,,46,52.94493999999977,-64,31.384669999999947,2361,,,,,9,,78.66329081892835,5221,,,,,5528e7a8-5186-3f6c-acc9-7c84f43d18ce,,,,,,,,
,,,,,,,,,,eliane,27,2023-06-20 18:09:49 UTC,0.02373826255609618,2023 Rock Crab Trap Survey (X023),57,,,1199.13,2023-06-21 14:14:55 UTC,,46,54.30353000000032,-64,29.44187999999946,,,,No,22 - Scientific rock crab conical traps (25 mm mesh knot to knot),4,375,No,No,eliane,27,2023-06-21 14:20:09 UTC,,,Yes,,,None,Fishing,,,,,,32,,,,,,,,,0.0,,2023-06-20 18:15:46 UTC,,46,54.32604999999991,-64,29.431089999999678,2307,,,,,,,78.4332087187951,5222,,,,,fc296f32-b8d8-3860-b2c1-ab3802be48e4,,,,,,,,
,,,,,,,,,,eliane,27,2023-06-20 18:16:07 UTC,0.031179190352903195,2023 Rock Crab Trap Survey (X023),57,,,1202.97,2023-06-21 14:24:40 UTC,,46,55.48729999999971,-64,27.75734999999986,,,,No,22 - Scientific rock crab conical traps (25 mm mesh knot to knot),4,376,No,No,eliane,27,2023-06-21 14:35:04 UTC,,,Yes,,,None,Fishing,,,,,,33,,,,,,,,,0.0,,2023-06-20 18:21:41 UTC,,46,55.50985000000025,-64,27.725939999999536,2251,,,,,,,78.30648159628063,5223,,,,,80eb4985-ac98-34e8-b9e8-411fd18c967e,,,,,,,,
,,,,,,,,,,eliane,27,2023-06-20 18:22:07 UTC,0.031205279080685985,2023 Rock Crab Trap Survey (X023),57,,,1209.85,2023-06-21 14:37:45 UTC,,46,56.83514999999995,-64,25.82619999999976,,,,No,22 - Scientific rock crab conical traps (25 mm mesh knot to knot),4,377,No,No,eliane,27,2023-06-21 14:44:00 UTC,,,Yes,,,None,Fishing,,,,,,34,,,,,,,,,0.0,,2023-06-20 18:27:53 UTC,,46,56.86071000000035,-64,25.80011999999988,2196,,,,,,,78.98230432556633,5224,,,,,86149038-7824-3f34-9980-c216f3cccded,,,,,,,,
,,,,,,,,,,eliane,27,2023-06-20 18:28:10 UTC,0.01787711788344804,2023 Rock Crab Trap Survey (X023),57,,,1213.1,2023-06-21 14:50:14 UTC,,46,56.772319999999795,-64,29.53050000000027,,,,No,22 - Scientific rock crab conical traps (25 mm mesh knot to knot),4,378,No,No,eliane,27,2023-06-21 14:59:25 UTC,,,Yes,,,None,Fishing,,,,,,35,,,,,,,,,0.0,,2023-06-20 18:37:08 UTC,,46,56.78955999999986,-64,29.52375000000029,2198,,,,,,,78.91061844059675,5225,,,,,5766b5a5-dbf0-3811-90a1-13ecb02c96de,,,,,,,,
,,,,,,,,,,eliane,27,2023-06-20 18:37:34 UTC,0.02148015974940197,2023 Rock Crab Trap Survey (X023),57,,,1216.95,2023-06-21 15:00:39 UTC,,46,55.46931999999991,-64,31.382670000000022,,,,No,22 - Scientific rock crab conical traps (25 mm mesh knot to knot),4,379,No,No,eliane,27,2023-06-21 15:05:44 UTC,,,Yes,,,None,Fishing,,,,,,36,,,,,,,,,0.0,,2023-06-20 18:43:41 UTC,,46,55.4905700000003,-64,31.386860000000162,2253,,,,,10,,78.04123227332818,5226,,,,,c2b92f8b-a53d-381c-82c7-657b35ddccc2,,,,,,,,
,,,,,,,,,,eliane,27,2023-06-20 18:44:10 UTC,0.029120606438856375,2023 Rock Crab Trap Survey (X023),57,,,1219.4,2023-06-21 15:09:09 UTC,,46,54.216019999999844,-64,33.08173,,,,No,22 - Scientific rock crab conical traps (25 mm mesh knot to knot),4,380,No,No,eliane,27,2023-06-21 15:13:40 UTC,,,Yes,,,None,Fishing,,,,,,37,,,,,,,,,0.0,,2023-06-20 18:49:44 UTC,,46,54.23125999999999,-64,33.11795999999934,2309,,,,,,,66.70715125092107,5227,,,,,97fb5705-b5f0-338d-b88a-588fb38339ac,,,,,,,,
,,,,,,,,,,eliane,27,2023-06-21 09:22:03 UTC,0.022876990625812697,2023 Rock Crab Trap Survey (X023),57,,,1432.95,2023-06-22 09:17:44 UTC,,46,51.9665300000003,-64,14.743789999999475,,,,No,22 - Scientific rock crab conical traps (25 mm mesh knot to knot),4,381,No,No,eliane,27,2023-06-22 09:22:46 UTC,,,Yes,,,None,Fishing,,,,,,38,,,,,,,,,0.0,,2023-06-21 09:24:47 UTC,,46,51.954499999999825,-64,14.77217999999945,2408,,,,,,,81.13865256473149,5191,,,,,c284d9bc-fba2-3c01-b871-473a4fe9f37f,,,,,,,,
,,,,,,,,,,eliane,27,2023-06-21 09:42:46 UTC,0.0029524629259511954,2023 Rock Crab Trap Survey (X023),57,,,0.1,2023-06-22 09:23:40 UTC,,46,51.35806999999962,-64,15.882569999999639,,,,No,22 - Scientific rock crab conical traps (25 mm mesh knot to knot),4,382,No,No,eliane,27,2023-06-22 09:34:09 UTC,,,Yes,,,None,Fishing,,,,"Should have been started the previous day
Set stopped to soon. Should be done at 6:28
Set probably started at the same time as usual the previous day.",,39,,,,,,,,,1.77,,2023-06-22 09:23:34 UTC,,46,51.36059999999998,-64,15.880359999999929,2464,,,,,1,,0.0,5192,,,,,b837a14f-dcc0-3df1-98e7-dd90e3825825,,,,,,,,
,,,,,,,,,,eliane,27,2023-06-21 09:52:16 UTC,0.018740449040871486,2023 Rock Crab Trap Survey (X023),57,,,1424.18,2023-06-22 09:37:26 UTC,,46,49.40265999999974,-64,18.37735000000054,,,,No,22 - Scientific rock crab conical traps (25 mm mesh knot to knot),4,383,No,No,eliane,27,2023-06-22 09:41:39 UTC,,,Yes,,,None,Fishing,,,,,,40,,,,,,,,,0.0,,2023-06-21 09:53:14 UTC,,46,49.39726999999984,-64,18.403529999999833,2522,,,,,,,80.42169168295882,5193,,,,,83846492-14bd-3b22-b54b-a8851a80bf68,,,,,,,,
,,,,,,,,,,eliane,27,2023-06-21 09:57:53 UTC,0.01719362695700172,2023 Rock Crab Trap Survey (X023),57,,,1423.53,2023-06-22 09:46:36 UTC,,46,48.078409999999955,-64,20.222209999999905,,,,No,22 - Scientific rock crab conical traps (25 mm mesh knot to knot),4,384,No,No,eliane,27,2023-06-22 09:54:08 UTC,,,Yes,,,None,Fishing,,,,,,41,,,,,,,,,0.0,,2023-06-21 10:03:03 UTC,,46,48.068950000000285,-64,20.243129999999656,2577,,,,,,,80.90545685712519,5194,,,,,c759ad91-facc-3c93-be8d-4764d5fa85f1,,,,,,,,
